Model,F1 Score,Training Time
Bagging,0.6822396579396371,104.20649361610413
Stacking,0.6829323343103983,72.22461175918579
Voting,0.6809364664333013,13.731260061264038
ExtraTrees,0.6834665729364447,6.999231576919556
Blending,0.6795673505226296,13.911489248275757
TPOT (ExtraTrees),0.6829945689995872,575.871673822403
