Model,F1 Score,Training Time
Bagging,0.7006396547165812,264.982134103775
Stacking,0.7014678082062881,135.31373596191406
Voting,0.6975730631802771,26.136404991149902
ExtraTrees,0.7027629076952676,13.686978578567505
Blending,0.6936911139661118,26.53346276283264
TPOT (ExtraTrees),0.7023277940318133,574.473414182663
