Model,F1 Score,Training Time
Bagging,0.6969714586218471,92.70121312141418
Stacking,0.6983612541184426,67.64752101898193
Voting,0.6949511183954794,12.42842411994934
ExtraTrees,0.6989390730602469,7.2559521198272705
Blending,0.6909928999221352,12.637777328491211
TPOT (ExtraTrees),0.7001067715366538,770.4559059143066
