Model,F1 Score,Training Time
Bagging,0.643253764980155,105.41742968559265
Stacking,0.6418395131285702,78.0627748966217
Voting,0.6408328804287912,14.142200708389282
ExtraTrees,0.6441170071901007,8.745009899139404
Blending,0.636682664285683,14.08365774154663
TPOT (ExtraTrees),0.6427994983577686,536.5250144004822
