Model,F1 Score,Training Time
Bagging,0.6921209141040865,67.3564510345459
Stacking,0.6922485492454716,45.854655504226685
Voting,0.6858835725548103,8.305775880813599
ExtraTrees,0.6917839559060325,4.259764194488525
Blending,0.6816193386564189,8.36692762374878
TPOT (ExtraTrees),0.6926010899876835,521.6649262905121
