Model,F1 Score,Training Time
Bagging,0.7693846697001815,127.55947041511536
Stacking,0.7694773866465745,62.57610011100769
Voting,0.7657323601004249,12.401167392730713
ExtraTrees,0.770465464357091,5.344755172729492
Blending,0.7620935725452582,12.517201662063599
TPOT (ExtraTrees),0.7703035140630192,571.5001928806305
