Model,Original F1 Score,BigFeat F1 Score,F1 Diff (BigFeat - Original),Original Training Time,BigFeat Training Time,Training Time Ratio (BigFeat/Original),F1 Diff (TPOT - ExtraTrees)
Bagging,0.6420072585476411,0.6433890919110328,0.0013818333633917046,109.96821570396423,292.06142139434814,2.6558712399279174,0.0
Stacking,0.6421805822259128,0.6435342429089604,0.0013536606830476527,81.09565329551697,145.53698301315308,1.7946335851418374,0.0
Voting,0.638291331708994,0.6403434279920025,0.0020520962830085088,14.606999158859253,28.970633268356323,1.9833391481223863,0.0
ExtraTrees,0.6433639795339889,0.6442167288573387,0.0008527493233497774,10.133443117141724,17.766681432724,1.7532719360381956,0.0
Blending,0.6364184744864496,0.6380287275961644,0.0016102531097147432,14.776866674423218,29.31663942337036,1.9839550609273309,0.0
TPOT (ExtraTrees),0.6434278689019178,0.6431844675450785,-0.0002434013568393123,602.5267355442047,601.4898574352264,0.9982791168460903,6.388936792889321e-05
