Model,F1 Score,Training Time
Bagging,0.6824895826912093,272.74425888061523
Stacking,0.6831027993635214,133.36645436286926
Voting,0.6809363243210513,25.92214298248291
ExtraTrees,0.6839254847694776,12.855812311172485
Blending,0.6789435405206893,26.02706742286682
TPOT (ExtraTrees),0.6839328365299304,580.4532153606415
