Model,F1 Score,Training Time
Bagging,0.6952513219977785,162.73023533821106
Stacking,0.694660497882134,84.15866136550903
Voting,0.6918909917740452,15.75178337097168
ExtraTrees,0.695375576445097,5.974902391433716
Blending,0.6878752910505117,15.775232791900635
TPOT (ExtraTrees),0.6944859517200105,518.4293239116669
