Model,F1 Score,Training Time
Bagging,0.7005769060204444,118.062185049057
Stacking,0.700997741386109,82.40042233467102
Voting,0.6963664240494013,15.631574153900146
ExtraTrees,0.700735988360493,9.133334398269653
Blending,0.6941518685937894,15.355539798736572
TPOT (ExtraTrees),0.699496836738124,513.2563455104828
