Model,F1 Score,Training Time
Bagging,0.6433890919110328,292.06142139434814
Stacking,0.6435342429089604,145.53698301315308
Voting,0.6403434279920025,28.970633268356323
ExtraTrees,0.6442167288573387,17.766681432724
Blending,0.6380287275961644,29.31663942337036
TPOT (ExtraTrees),0.6431844675450785,601.4898574352264
