Model,F1 Score,Training Time
Bagging,0.7699057926302805,52.215431690216064
Stacking,0.7695634087942491,36.41298151016235
Voting,0.7657602202746799,7.0585973262786865
ExtraTrees,0.7690062993329264,3.8424184322357178
Blending,0.7625438316435346,7.078455209732056
TPOT (ExtraTrees),0.7700058984693829,559.4765200614929
