Model,F1 Score,Training Time
Bagging,0.6442148728891235,267.70866417884827
Stacking,0.6429674577135629,137.9448812007904
Voting,0.6419839663461377,26.450937509536743
ExtraTrees,0.6445652500161195,16.364414930343628
Blending,0.6377930450294554,26.82678198814392
TPOT (ExtraTrees),0.643933962559138,592.2252538204193
