Model,Original F1 Score,BigFeat F1 Score,F1 Diff (BigFeat - Original),Original Training Time,BigFeat Training Time,Training Time Ratio (BigFeat/Original),F1 Diff (TPOT - ExtraTrees)
Bagging,0.6969714586218471,0.6969629234089362,-8.535212910887324e-06,92.70121312141418,236.8183376789093,2.55464119297705,0.0
Stacking,0.6983612541184426,0.697659752382486,-0.0007015017359566222,67.64752101898193,119.64953017234802,1.7687201004568118,0.0
Voting,0.6949511183954794,0.6941827854019029,-0.0007683329935764815,12.42842411994934,23.028618335723877,1.852899298693851,0.0
ExtraTrees,0.6989390730602469,0.6987662852223264,-0.00017278783792051833,7.2559521198272705,12.315173149108887,1.6972511595627855,0.0
Blending,0.6909928999221352,0.6895691329338146,-0.001423766988320585,12.637777328491211,23.593687772750854,1.86691750926487,0.0
TPOT (ExtraTrees),0.7001067715366538,0.6981006900355824,-0.0020060815010713995,770.4559059143066,591.2968065738678,0.7674635265105416,0.0011676984764068532
