Model,F1 Score,Training Time
Bagging,0.7730080122360066,144.2341606616974
Stacking,0.7737586534341535,67.05813503265381
Voting,0.76957667382815,13.476524114608765
ExtraTrees,0.7735910532013165,6.386923313140869
Blending,0.7668128239611592,13.274463176727295
TPOT (ExtraTrees),0.7740557623000858,587.1646614074707
