Model,F1 Score,Training Time
Bagging,0.6969629234089362,236.8183376789093
Stacking,0.697659752382486,119.64953017234802
Voting,0.6941827854019029,23.028618335723877
ExtraTrees,0.6987662852223264,12.315173149108887
Blending,0.6895691329338146,23.593687772750854
TPOT (ExtraTrees),0.6981006900355824,591.2968065738678
