Model,Original F1 Score,BigFeat F1 Score,F1 Diff (BigFeat - Original),Original Training Time,BigFeat Training Time,Training Time Ratio (BigFeat/Original),F1 Diff (TPOT - ExtraTrees)
Bagging,0.7736751253537516,0.7730080122360066,-0.0006671131177450329,56.40639519691467,144.2341606616974,2.5570533298250324,0.0
Stacking,0.7731064492836981,0.7737586534341535,0.0006522041504554155,38.2136447429657,67.05813503265381,1.754821752379371,0.0
Voting,0.7688810244703443,0.76957667382815,0.0006956493578056389,7.594468593597412,13.476524114608765,1.774518381176831,0.0
ExtraTrees,0.7735290892429324,0.7735910532013165,6.196395838409252e-05,4.156342267990112,6.386923313140869,1.5366692397614794,0.0
Blending,0.7663430999573608,0.7668128239611592,0.00046972400379841073,7.550536155700684,13.274463176727295,1.758082194825996,0.0
TPOT (ExtraTrees),0.774892602861127,0.7740557623000858,-0.0008368405610412744,551.0531435012817,587.1646614074707,1.065531824529198,0.001363513618194645
