Model,Original F1 Score,BigFeat F1 Score,F1 Diff (BigFeat - Original),Original Training Time,BigFeat Training Time,Training Time Ratio (BigFeat/Original),F1 Diff (TPOT - ExtraTrees)
Bagging,0.6822396579396371,0.6824895826912093,0.00024992475157215033,104.20649361610413,272.74425888061523,2.617344173247042,0.0
Stacking,0.6829323343103983,0.6831027993635214,0.00017046505312301452,72.22461175918579,133.36645436286926,1.8465513502176387,0.0
Voting,0.6809364664333013,0.6809363243210513,-1.4211224996785177e-07,13.731260061264038,25.92214298248291,1.887819680555714,0.0
ExtraTrees,0.6834665729364447,0.6839254847694776,0.0004589118330328157,6.999231576919556,12.855812311172485,1.8367462441970637,0.0
Blending,0.6795673505226296,0.6789435405206893,-0.0006238100019403392,13.911489248275757,26.02706742286682,1.870904470281118,0.0
TPOT (ExtraTrees),0.6829945689995872,0.6839328365299304,0.0009382675303432064,575.871673822403,580.4532153606415,1.007955837639709,-0.0004720039368575346
