Model,F1 Score,Training Time
Bagging,0.7736751253537516,56.40639519691467
Stacking,0.7731064492836981,38.2136447429657
Voting,0.7688810244703443,7.594468593597412
ExtraTrees,0.7735290892429324,4.156342267990112
Blending,0.7663430999573608,7.550536155700684
TPOT (ExtraTrees),0.774892602861127,551.0531435012817
