Model,Original F1 Score,BigFeat F1 Score,F1 Diff (BigFeat - Original),Original Training Time,BigFeat Training Time,Training Time Ratio (BigFeat/Original),F1 Diff (TPOT - ExtraTrees)
Bagging,0.643253764980155,0.6442148728891235,0.0009611079089685282,105.41742968559265,267.70866417884827,2.539510448863049,0.0
Stacking,0.6418395131285702,0.6429674577135629,0.0011279445849926573,78.0627748966217,137.9448812007904,1.7671019430640327,0.0
Voting,0.6408328804287912,0.6419839663461377,0.0011510859173465837,14.142200708389282,26.450937509536743,1.8703551204619664,0.0
ExtraTrees,0.6441170071901007,0.6445652500161195,0.000448242826018852,8.745009899139404,16.364414930343628,1.871286038447372,0.0
Blending,0.636682664285683,0.6377930450294554,0.0011103807437724544,14.08365774154663,26.82678198814392,1.9048163822531143,0.0
TPOT (ExtraTrees),0.6427994983577686,0.643933962559138,0.0011344642013694228,536.5250144004822,592.2252538204193,1.1038166682352677,-0.0013175088323320594
