Feature_Name,SHAP_Value,Feature_Type,Rank
HH_L5_magnitude,0.028814126533923075,Original,1
HH_L3_magnitude,0.026973590845158837,Original,2
HH_L1_magnitude,0.0250162316718329,Original,3
HH_L1_weight,0.022978720330255588,Original,4
HH_L3_mean,0.02204773669838522,Original,5
HH_L5_mean,0.021252433194889425,Original,6
HH_L3_weight,0.01975087488665491,Original,7
HH_L5_weight,0.01866877489691477,Original,8
HH_L1_mean,0.017272467758654396,Original,9
HH_L1_std,0.011713105297580764,Original,10
HH_L1_radius,0.01044955205931974,Original,11
HH_L3_std,0.008660759382148804,Original,12
HpHp_L0.01_pcc,0.008169043301891941,Original,13
HH_L5_std,0.007757881237420273,Original,14
HH_L5_radius,0.000731808955175169,Original,15
