,accuracy,f1_score
ExtraTrees Original,0.6438409090909091,0.6418214870711131
ExtraTrees BigFeat,0.6454090909090909,0.6435204121702354
TPOT Original,0.6386818181818181,0.6357632664382209
TPOT BigFeat,0.6410454545454546,0.6383909952017085
