Model,Feature,SHAP_Value,Feature_Type,Rank
ExtraTrees Original,HH_L1_weight,0.023065806679255972,Original,1
ExtraTrees Original,HH_L3_weight,0.01943797175970232,Original,2
ExtraTrees Original,HH_L3_magnitude,0.018976301313804372,Original,3
ExtraTrees Original,HH_L1_magnitude,0.01696528665392229,Original,4
ExtraTrees Original,HH_L5_magnitude,0.016433791830739196,Original,5
ExtraTrees Original,HH_L1_mean,0.01642575761217811,Original,6
ExtraTrees Original,HH_L5_weight,0.014853302044599885,Original,7
ExtraTrees Original,HH_L5_mean,0.014589408406436008,Original,8
ExtraTrees Original,HH_L3_mean,0.013744899316572001,Original,9
ExtraTrees Original,HH_L1_std,0.008123578709024555,Original,10
ExtraTrees Original,HH_L1_radius,0.008032126155395464,Original,11
ExtraTrees Original,HpHp_L0.01_pcc,0.007443148319395458,Original,12
ExtraTrees Original,HH_L3_radius,0.006618418197028944,Original,13
ExtraTrees Original,HH_L5_std,0.006594637254445638,Original,14
ExtraTrees Original,HH_L3_std,0.0064532601355563254,Original,15
ExtraTrees BigFeat,HH_L1_weight,0.016862811908734718,Original,1
ExtraTrees BigFeat,BigFeat_Gen_1,0.015348849224882055,BigFeat_Generated,2
ExtraTrees BigFeat,BigFeat_Gen_0,0.013370607474233737,BigFeat_Generated,3
ExtraTrees BigFeat,HH_L5_weight,0.012186720926848334,Original,4
ExtraTrees BigFeat,HH_L3_weight,0.011998286540733672,Original,5
ExtraTrees BigFeat,BigFeat_Gen_3,0.01154927276730602,BigFeat_Generated,6
ExtraTrees BigFeat,BigFeat_Gen_5,0.011243858809456305,BigFeat_Generated,7
ExtraTrees BigFeat,HH_L1_magnitude,0.010613064423331042,Original,8
ExtraTrees BigFeat,HH_L3_mean,0.010521221259747193,Original,9
ExtraTrees BigFeat,BigFeat_Gen_2,0.010305931007275344,BigFeat_Generated,10
ExtraTrees BigFeat,HH_L3_magnitude,0.010296836932243137,Original,11
ExtraTrees BigFeat,HH_L1_mean,0.009259347821805408,Original,12
ExtraTrees BigFeat,BigFeat_Gen_4,0.008704763036293053,BigFeat_Generated,13
ExtraTrees BigFeat,HH_L5_magnitude,0.008195844199020696,Original,14
ExtraTrees BigFeat,HH_L5_mean,0.008137701406476685,Original,15
TPOT Original,HH_L1_weight,0.023816126033433162,Original,1
TPOT Original,HH_L3_magnitude,0.020231436547657057,Original,2
TPOT Original,HH_L5_magnitude,0.019582452197098782,Original,3
TPOT Original,HH_L3_mean,0.019095750551134053,Original,4
TPOT Original,HH_L1_magnitude,0.018586968393730377,Original,5
TPOT Original,HH_L1_mean,0.018495133951519263,Original,6
TPOT Original,HH_L5_mean,0.01725379833657136,Original,7
TPOT Original,HH_L3_weight,0.01517264820680722,Original,8
TPOT Original,HH_L5_weight,0.014256109833313983,Original,9
TPOT Original,HH_L1_radius,0.007973661634298664,Original,10
TPOT Original,HH_L3_radius,0.00722191726039979,Original,11
TPOT Original,HH_L1_std,0.00710366934116173,Original,12
TPOT Original,HH_L5_std,0.006543261605009772,Original,13
TPOT Original,HpHp_L0.01_pcc,0.005802133568863182,Original,14
TPOT Original,HH_L3_std,0.005445798541889373,Original,15
TPOT BigFeat,HH_L1_weight,0.02079942878453088,Original,1
TPOT BigFeat,HH_L3_magnitude,0.015136359955844869,Original,2
TPOT BigFeat,HH_L3_weight,0.013431946710225693,Original,3
TPOT BigFeat,BigFeat_Gen_0,0.013259319443966178,BigFeat_Generated,4
TPOT BigFeat,BigFeat_Gen_1,0.013204376306437591,BigFeat_Generated,5
TPOT BigFeat,HH_L5_weight,0.013049902761540978,Original,6
TPOT BigFeat,BigFeat_Gen_2,0.012992917596357298,BigFeat_Generated,7
TPOT BigFeat,BigFeat_Gen_5,0.012553437417144774,BigFeat_Generated,8
TPOT BigFeat,HH_L5_magnitude,0.011578176362982456,Original,9
TPOT BigFeat,HH_L1_mean,0.011462512805508869,Original,10
TPOT BigFeat,HH_L1_magnitude,0.010703995515942739,Original,11
TPOT BigFeat,BigFeat_Gen_4,0.010199444358855272,BigFeat_Generated,12
TPOT BigFeat,HH_L5_mean,0.009336392634078223,Original,13
TPOT BigFeat,HH_L3_mean,0.00928967653809941,Original,14
TPOT BigFeat,BigFeat_Gen_3,0.0076378869204452,BigFeat_Generated,15
