Model,Feature,SHAP_Value,Feature_Type,Rank
ExtraTrees Original,HH_L1_weight,0.04733911397285691,Original,1
ExtraTrees Original,HH_L3_weight,0.03975907375803872,Original,2
ExtraTrees Original,HH_L1_magnitude,0.03949609588938777,Original,3
ExtraTrees Original,HH_L3_mean,0.03385196490450961,Original,4
ExtraTrees Original,HH_L5_weight,0.033755956959468536,Original,5
ExtraTrees Original,HH_L1_mean,0.030016255101880784,Original,6
ExtraTrees Original,HH_L5_magnitude,0.02989519855833353,Original,7
ExtraTrees Original,HH_L5_mean,0.026136460501778088,Original,8
ExtraTrees Original,HH_L3_magnitude,0.02236633549599727,Original,9
ExtraTrees Original,HH_L1_std,0.02044842249816349,Original,10
ExtraTrees Original,HH_L1_radius,0.015826325762798778,Original,11
ExtraTrees Original,HH_L3_radius,0.01486422111493942,Original,12
ExtraTrees Original,HH_L5_radius,0.013930496539266446,Original,13
ExtraTrees Original,HH_L3_std,0.012668278964674979,Original,14
ExtraTrees Original,HH_L5_std,0.011154430719217106,Original,15
ExtraTrees BigFeat,HH_L1_weight,0.03665771803096826,Original,1
ExtraTrees BigFeat,BigFeat_Gen_0,0.03338098973401851,BigFeat_Generated,2
ExtraTrees BigFeat,HH_L3_weight,0.02941720173293974,Original,3
ExtraTrees BigFeat,HH_L1_magnitude,0.023723656472210464,Original,4
ExtraTrees BigFeat,HH_L5_weight,0.02270225444428507,Original,5
ExtraTrees BigFeat,HH_L5_mean,0.02248771277369499,Original,6
ExtraTrees BigFeat,HH_L3_mean,0.020795909998923702,Original,7
ExtraTrees BigFeat,HH_L1_mean,0.02037343173454806,Original,8
ExtraTrees BigFeat,BigFeat_Gen_1,0.018684605283180552,BigFeat_Generated,9
ExtraTrees BigFeat,HH_L5_magnitude,0.016919459750114132,Original,10
ExtraTrees BigFeat,HH_L1_radius,0.01617946978827414,Original,11
ExtraTrees BigFeat,HH_L3_magnitude,0.015156083063972285,Original,12
ExtraTrees BigFeat,HH_L1_std,0.013733941982916576,Original,13
ExtraTrees BigFeat,HH_L3_radius,0.011064633310085534,Original,14
ExtraTrees BigFeat,HH_L3_std,0.010739300527606,Original,15
TPOT Original,HH_L1_weight,0.040751180966992956,Original,1
TPOT Original,HH_L3_weight,0.035172307030164905,Original,2
TPOT Original,HH_L5_weight,0.03257758123203182,Original,3
TPOT Original,HH_L1_magnitude,0.031007731719242967,Original,4
TPOT Original,HH_L5_mean,0.02912408942337795,Original,5
TPOT Original,HH_L5_magnitude,0.028508717989070256,Original,6
TPOT Original,HH_L3_magnitude,0.02593222062288038,Original,7
TPOT Original,HH_L1_mean,0.02566458275150117,Original,8
TPOT Original,HH_L3_mean,0.02417610376685428,Original,9
TPOT Original,HH_L1_radius,0.020477552347780318,Original,10
TPOT Original,HH_L1_std,0.019712809804814796,Original,11
TPOT Original,HH_L5_std,0.01766775131566411,Original,12
TPOT Original,HpHp_L0.01_pcc,0.01370058415364869,Original,13
TPOT Original,HH_L5_radius,0.011863624596598763,Original,14
TPOT Original,HH_L3_std,0.011487404635906077,Original,15
TPOT BigFeat,HH_L1_weight,0.046877634181796204,Original,1
TPOT BigFeat,BigFeat_Gen_0,0.041412824469171744,BigFeat_Generated,2
TPOT BigFeat,HH_L1_magnitude,0.026585776026441667,Original,3
TPOT BigFeat,HH_L3_weight,0.026272573955849265,Original,4
TPOT BigFeat,HH_L1_mean,0.02518377031306448,Original,5
TPOT BigFeat,BigFeat_Gen_1,0.02214163648172535,BigFeat_Generated,6
TPOT BigFeat,HH_L3_magnitude,0.022066605747113992,Original,7
TPOT BigFeat,HH_L5_magnitude,0.021388486060030007,Original,8
TPOT BigFeat,HH_L5_weight,0.020631387569758283,Original,9
TPOT BigFeat,HH_L5_mean,0.02010084914518683,Original,10
TPOT BigFeat,HH_L3_mean,0.020046040936293405,Original,11
TPOT BigFeat,HH_L3_std,0.017793784990177197,Original,12
TPOT BigFeat,HH_L1_std,0.01767288590474289,Original,13
TPOT BigFeat,HH_L1_radius,0.01514698486128321,Original,14
TPOT BigFeat,HH_L5_radius,0.01249173416084961,Original,15
