,accuracy,f1_score
ExtraTrees Original,0.64125,0.6402979541772432
ExtraTrees BigFeat,0.6433863636363636,0.6429050386628182
TPOT Original,0.6364318181818182,0.6345917139686512
TPOT BigFeat,0.6399318181818182,0.6388142302475013
