,accuracy,f1_score
ExtraTrees Original,0.6880909090909091,0.6807142019615829
ExtraTrees BigFeat,0.6886590909090909,0.681282846280878
TPOT Original,0.6858181818181818,0.6783832871993521
TPOT BigFeat,0.6870454545454545,0.6796491539288547
