,accuracy,f1_score
ExtraTrees Original,0.6870454545454545,0.6796815527981365
ExtraTrees BigFeat,0.6876590909090909,0.6803164896945652
TPOT Original,0.6861818181818182,0.6788819514588116
TPOT BigFeat,0.68625,0.678843321632284
