Feature_Name,SHAP_Value,Feature_Type,Rank
HH_L1_weight,0.023816126033433162,Original,1
HH_L3_magnitude,0.020231436547657057,Original,2
HH_L5_magnitude,0.019582452197098782,Original,3
HH_L3_mean,0.019095750551134053,Original,4
HH_L1_magnitude,0.018586968393730377,Original,5
HH_L1_mean,0.018495133951519263,Original,6
HH_L5_mean,0.01725379833657136,Original,7
HH_L3_weight,0.01517264820680722,Original,8
HH_L5_weight,0.014256109833313983,Original,9
HH_L1_radius,0.007973661634298664,Original,10
HH_L3_radius,0.00722191726039979,Original,11
HH_L1_std,0.00710366934116173,Original,12
HH_L5_std,0.006543261605009772,Original,13
HpHp_L0.01_pcc,0.005802133568863182,Original,14
HH_L3_std,0.005445798541889373,Original,15
