Feature_Name,SHAP_Value,Feature_Type,Rank
HH_L5_magnitude,0.02028209117469793,Original,1
HH_L1_weight,0.018335222051044122,Original,2
HH_L3_magnitude,0.017213088106136663,Original,3
HH_L3_weight,0.0154134516426152,Original,4
HH_L3_mean,0.01439174496398389,Original,5
BigFeat_Gen_0,0.013276034809880757,BigFeat_Generated,6
BigFeat_Gen_1,0.013243357488265278,BigFeat_Generated,7
HH_L1_mean,0.012910070450795827,Original,8
HH_L5_mean,0.012378420487162967,Original,9
HH_L1_magnitude,0.012318474535519154,Original,10
HH_L5_weight,0.01179173952000764,Original,11
BigFeat_Gen_2,0.009985765678009394,BigFeat_Generated,12
HH_L1_std,0.007955168286013859,Original,13
HH_L1_radius,0.006325338747400055,Original,14
HpHp_L0.01_pcc,0.005930574058841683,Original,15
