,accuracy,f1_score
ExtraTrees Original,0.8297083333333334,0.7742093855181654
ExtraTrees BigFeat,0.8303333333333334,0.7748461993400408
TPOT Original,0.8285833333333333,0.7731041620690647
TPOT BigFeat,0.8294583333333333,0.7739589179793516
