Model,Original Accuracy,BigFeat Accuracy,Accuracy Diff,Original Precision,BigFeat Precision,Precision Diff,Original Recall,BigFeat Recall,Recall Diff,Original F1 Score,BigFeat F1 Score,F1 Score Diff
Decision Tree,0.44925857275254866,0.4448563484708063,-0.004402224281742362,0.4338916797206081,0.42756992933753957,-0.006321750383068536,0.44925857275254866,0.4448563484708063,-0.004402224281742362,0.4399043333173843,0.43434478705366714,-0.0055595462637171855
Random Forest,0.461306765523633,0.466404077849861,0.0050973123262280096,0.4462233477094712,0.4472115358367938,0.0009881881273225979,0.461306765523633,0.466404077849861,0.0050973123262280096,0.4521115794981566,0.4542008446438373,0.0020892651456806965
AdaBoost,0.5514365152919369,0.543790546802595,-0.007645968489341959,0.4213683042976268,0.41696716285480356,-0.00440114144282322,0.5514365152919369,0.543790546802595,-0.007645968489341959,0.4765368018838345,0.471590769352076,-0.004946032531758515
SVM,0.5535217794253939,0.5514365152919369,-0.002085264133456999,0.4279402816567297,0.42897850862442827,0.0010382269676985634,0.5535217794253939,0.5514365152919369,-0.002085264133456999,0.4662627452394486,0.46074428974825465,-0.005518455491193952
Deep Neural Network,0.5551436515291936,0.5576923076923077,0.0025486561631140603,0.4290085473242566,0.42950237648737843,0.0004938291631218505,0.5551436515291936,0.5576923076923077,0.0025486561631140603,0.4687441422204962,0.47428237631541004,0.00553823409491383
TPOT (AutoML),0.5579240037071362,0.5567655236329935,-0.0011584800741427648,0.4281376765697611,0.4261877212278214,-0.001949955341939702,0.5579240037071362,0.5567655236329935,-0.0011584800741427648,0.4760613677867801,0.48149168915804696,0.005430321371266866
AVERAGE,0.5214318813716404,0.5201575532900834,-0.0012743280815570024,0.43109497287974224,0.4294028723947942,-0.0016921004849480743,0.5214318813716404,0.5201575532900834,-0.0012743280815570024,0.46327016165768337,0.4627757927118821,-0.0004943689458013767
