Condition,F1_Rank,F1_Mean,F1_Std,Time_Rank,Time_Mean,Time_Std
ExtraTrees_BigFeat,1.7777777777777777,0.6988475751365083,0.046664677667471274,2.0,11.407267623477512,4.540374733433087
TPOT_Original,2.6666666666666665,0.6980356092979911,0.047259546870947036,3.3333333333333335,569.0478931532966,82.70243138810235
TPOT_BigFeat,2.6666666666666665,0.6984043405553736,0.04701370671624824,3.6666666666666665,576.3981812530094,24.12646872172054
ExtraTrees_Original,2.888888888888889,0.6979045922549922,0.046594557735597536,1.0,6.7831863562266035,2.31435840828506
