Model,Accuracy,Precision,Recall,F1 Score,Training Time
Bagging,0.7154090909090909,0.812461686869516,0.7154090909090909,0.7008335764040182,203.83704161643982
Stacking,0.7162272727272727,0.8134180295567132,0.7162272727272727,0.7016991477987599,103.18013024330139
Voting,0.7119090909090909,0.8085586020564943,0.7119090909090909,0.6971385811179382,19.962865114212036
Blending,0.7082727272727273,0.8021869380327923,0.7082727272727273,0.6932739986382069,20.139967441558838
TPOT (AutoML),0.7036818181818182,0.7562858021255215,0.7036818181818182,0.6877050987558975,669.4485995769501
