Model,Original Accuracy,BigFeat Accuracy,Accuracy Diff,Original Precision,BigFeat Precision,Precision Diff,Original Recall,BigFeat Recall,Recall Diff,Original F1 Score,BigFeat F1 Score,F1 Score Diff,Original Training Time,BigFeat Training Time,Training Time Ratio
Bagging,0.829125,0.828625,-0.000500000000000056,0.7460924994125537,0.7455945280006676,-0.0004979714118861223,0.829125,0.828625,-0.000500000000000056,0.7736751253537516,0.7731749018071813,-0.0005002235465703109,43.15243649482727,102.50202178955078,2.3753472599823606
Stacking,0.8285416666666666,0.829,0.00045833333333333837,0.7455574514157259,0.7459770952967018,0.0004196438809758174,0.8285416666666666,0.829,0.00045833333333333837,0.7731064492836981,0.7735485412720923,0.0004420919883941776,29.098927974700928,48.23939609527588,1.6577722772885648
Voting,0.82425,0.8253333333333334,0.001083333333333325,0.7416159160547441,0.7424943745224228,0.0008784584676787555,0.82425,0.8253333333333334,0.001083333333333325,0.7688810244703443,0.769905059432842,0.0010240349624976997,5.72041916847229,9.53328537940979,1.666536157341731
Blending,0.8216666666666667,0.8224166666666667,0.0007500000000000284,0.7388981531096003,0.739437318351268,0.0005391652416677495,0.8216666666666667,0.8224166666666667,0.0007500000000000284,0.7663430999573608,0.7669886713036755,0.0006455713463147106,5.76319432258606,9.650086879730225,1.6744337149818747
TPOT (AutoML),0.8265833333333333,0.827875,0.001291666666666691,0.743500363906448,0.7447613677799362,0.0012610038734881535,0.8265833333333333,0.827875,0.001291666666666691,0.7711083759867404,0.7723902921418498,0.0012819161551094194,514.7253429889679,546.1723749637604,1.0610947807469167
AVERAGE,,,,,,,,,,,,,,,
