Model,Accuracy,Precision,Recall,F1 Score,Training Time
Bagging,0.6813181818181818,0.8326671800748898,0.6813181818181818,0.6747682850806438,174.3115246295929
Stacking,0.6820681818181819,0.8523689557854347,0.6820681818181819,0.6755233995428104,87.06276941299438
Voting,0.67975,0.8312205650595943,0.67975,0.6731529933080244,16.416040897369385
Blending,0.6776590909090909,0.852694308088216,0.6776590909090909,0.6711233563361024,16.375351905822754
TPOT (AutoML),0.6801818181818182,0.8052563607498296,0.6801818181818182,0.6736911649468594,585.7042701244354
