Model,Accuracy,Precision,Recall,F1 Score,Training Time
Bagging,0.6878181818181818,0.8277201570579747,0.6878181818181818,0.682254162867249,210.7112832069397
Stacking,0.6886590909090909,0.8129751889882391,0.6886590909090909,0.6831085650331944,102.48761177062988
Voting,0.6864545454545454,0.7996377524708597,0.6864545454545454,0.680924964350733,20.051244497299194
Blending,0.6845,0.8051198897774987,0.6845,0.6789659040249322,20.155855655670166
TPOT (AutoML),0.6830227272727273,0.779009153405274,0.6830227272727273,0.6771437975409428,653.8405537605286
