Model,Original Accuracy,BigFeat Accuracy,Accuracy Diff,Original Precision,BigFeat Precision,Precision Diff,Original Recall,BigFeat Recall,Recall Diff,Original F1 Score,BigFeat F1 Score,F1 Score Diff,Original Training Time,BigFeat Training Time,Training Time Ratio
Bagging,0.704469696969697,0.7044318181818182,-3.787878787875343e-05,0.9025419135901431,0.8034141028652667,-0.09912781072487642,0.704469696969697,0.7044318181818182,-3.787878787875343e-05,0.6921209141040865,0.6921203945486818,-5.195554046988349e-07,47.67451858520508,118.0050311088562,2.475222290875464
Stacking,0.7046212121212121,0.7054924242424242,0.000871212121212106,0.8631112052945723,0.8575925622501587,-0.005518643044413629,0.7046212121212121,0.7054924242424242,0.000871212121212106,0.6922485492454716,0.6932614280643418,0.0010128788188701332,34.07935047149658,58.860976457595825,1.727174246082718
Voting,0.69875,0.7004924242424242,0.001742424242424212,0.8104093131180246,0.7975496255912795,-0.012859687526745045,0.69875,0.7004924242424242,0.001742424242424212,0.6858835725548103,0.6880097004731257,0.002126127918315457,6.135209083557129,11.370388507843018,1.8533008986305952
Blending,0.6946969696969697,0.6941287878787878,-0.0005681818181818565,0.8963761883721582,0.8380900610971896,-0.05828612727496851,0.6946969696969697,0.6941287878787878,-0.0005681818181818565,0.6816193386564189,0.6811627038705665,-0.00045663478585233896,6.133430242538452,11.403358459472656,1.8592138507396037
TPOT (AutoML),0.7033712121212121,0.7035984848484849,0.00022727272727274261,0.7739081159723906,0.7739449063125972,3.6790340206538374e-05,0.7033712121212121,0.7035984848484849,0.00022727272727274261,0.6907314734943117,0.6908684519964663,0.00013697850215454999,520.1084990501404,541.064466714859,1.040291530907474
AVERAGE,,,,,,,,,,,,,,,
