Model,Accuracy,Precision,Recall,F1 Score,Training Time
Bagging,0.7151818181818181,0.8121552516900702,0.7151818181818181,0.7005769060204444,86.255206823349
Stacking,0.7156818181818182,0.8081869208829964,0.7156818181818182,0.700997741386109,61.036919355392456
Voting,0.7113636363636363,0.806293515628249,0.7113636363636363,0.6963664240494013,11.366746664047241
Blending,0.7091363636363637,0.8071692021895989,0.7091363636363637,0.6941518685937894,11.484280824661255
TPOT (AutoML),0.7119090909090909,0.7811397314995114,0.7119090909090909,0.6969601656239005,669.8224077224731
