Model,Original Accuracy,BigFeat Accuracy,Accuracy Diff,Original Precision,BigFeat Precision,Precision Diff,Original Recall,BigFeat Recall,Recall Diff,Original F1 Score,BigFeat F1 Score,F1 Score Diff
Bagging,0.6431363636363636,0.6440227272727272,0.0008863636363636296,0.8407665669200396,0.8794792355451945,0.03871266862515488,0.6431363636363636,0.6440227272727272,0.0008863636363636296,0.6420072585476411,0.6430160165215046,0.0010087579738635721
Stacking,0.6431136363636364,0.6441818181818182,0.0010681818181818015,0.8497673831706275,0.8914287103236302,0.04166132715300275,0.6431136363636364,0.6441818181818182,0.0010681818181818015,0.6418186068744859,0.6430428336794076,0.0012242268049217353
Voting,0.6431363636363636,0.6440227272727272,0.0008863636363636296,0.8407665669200396,0.8794792355451945,0.03871266862515488,0.6431363636363636,0.6440227272727272,0.0008863636363636296,0.6420072585476411,0.6430160165215046,0.0010087579738635721
Blending,0.6431363636363636,0.6440227272727272,0.0008863636363636296,0.8407665669200396,0.8794792355451945,0.03871266862515488,0.6431363636363636,0.6440227272727272,0.0008863636363636296,0.6420072585476411,0.6430160165215046,0.0010087579738635721
AVERAGE,0.6431306818181818,0.6440625,0.0009318181818181726,0.8430167709826866,0.8824666042398034,0.039449833257116845,0.6431306818181818,0.6440625,0.0009318181818181726,0.6419600956293523,0.6430227208109804,0.001062625181628113
