Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.7153863636363637,0.812484584051028,0.7153863636363637,0.7008164282462437
Stacking,0.71525,0.8077750143473987,0.71525,0.700571270007771
Voting,0.7153863636363637,0.812484584051028,0.7153863636363637,0.7008164282462437
Blending,0.7153863636363637,0.812484584051028,0.7153863636363637,0.7008164282462437
