Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.6877272727272727,0.8262914072834774,0.6877272727272727,0.6821802876899729
Stacking,0.6874772727272728,0.7953365087401695,0.6874772727272728,0.6817125766384996
Voting,0.6877272727272727,0.8262914072834774,0.6877272727272727,0.6821802876899729
Blending,0.6877272727272727,0.8262914072834774,0.6877272727272727,0.6821802876899729
