Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.829125,0.7460924994125537,0.829125,0.7736751253537516
Stacking,0.828875,0.7458389984050543,0.828875,0.7734259392223015
Voting,0.829125,0.7460924994125537,0.829125,0.7736751253537516
Blending,0.829125,0.7460924994125537,0.829125,0.7736751253537516
