Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.6438863636363636,0.7774674255116489,0.6438863636363636,0.643253764980155
Stacking,0.6438636363636364,0.7746431100349485,0.6438636363636364,0.6429950796095906
Voting,0.6438863636363636,0.7774674255116489,0.6438863636363636,0.643253764980155
Blending,0.6438863636363636,0.7774674255116489,0.6438863636363636,0.643253764980155
