Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.6817045454545455,0.8330471195592704,0.6817045454545455,0.6751289784984607
Stacking,0.6815454545454546,0.8328549516668817,0.6815454545454546,0.6749650919005645
Voting,0.6817045454545455,0.8330471195592704,0.6817045454545455,0.6751289784984607
Blending,0.6817045454545455,0.8330471195592704,0.6817045454545455,0.6751289784984607
