Model,Original Accuracy,BigFeat Accuracy,Accuracy Diff,Original Precision,BigFeat Precision,Precision Diff,Original Recall,BigFeat Recall,Recall Diff,Original F1 Score,BigFeat F1 Score,F1 Score Diff
Bagging,0.6438863636363636,0.6443636363636364,0.0004772727272727151,0.7774674255116489,0.8644090390714368,0.08694161355978791,0.6438863636363636,0.6443636363636364,0.0004772727272727151,0.643253764980155,0.643855063115459,0.0006012981353040736
Stacking,0.6438636363636364,0.644159090909091,0.0002954545454545432,0.7746431100349485,0.821610422734227,0.04696731269927856,0.6438636363636364,0.644159090909091,0.0002954545454545432,0.6429950796095906,0.6433793085653872,0.000384228955796595
Voting,0.6438863636363636,0.6443636363636364,0.0004772727272727151,0.7774674255116489,0.8644090390714368,0.08694161355978791,0.6438863636363636,0.6443636363636364,0.0004772727272727151,0.643253764980155,0.643855063115459,0.0006012981353040736
Blending,0.6438863636363636,0.6443636363636364,0.0004772727272727151,0.7774674255116489,0.8644090390714368,0.08694161355978791,0.6438863636363636,0.6443636363636364,0.0004772727272727151,0.643253764980155,0.643855063115459,0.0006012981353040736
AVERAGE,0.6438806818181818,0.6443125,0.0004318181818181721,0.7767613466424739,0.8537093849871344,0.07694803834466057,0.6438806818181818,0.6443125,0.0004318181818181721,0.6431890936375139,0.643736124477941,0.000547030840427204
