Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.6443636363636364,0.8644090390714368,0.6443636363636364,0.643855063115459
Stacking,0.644159090909091,0.821610422734227,0.644159090909091,0.6433793085653872
Voting,0.6443636363636364,0.8644090390714368,0.6443636363636364,0.643855063115459
Blending,0.6443636363636364,0.8644090390714368,0.6443636363636364,0.643855063115459
