Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.7091626794258373,0.7970290909993258,0.7091626794258373,0.6969714586218471
Stacking,0.7092344497607656,0.7878387843526403,0.7092344497607656,0.6968702236224762
Voting,0.7091626794258373,0.7970290909993258,0.7091626794258373,0.6969714586218471
Blending,0.7091626794258373,0.7970290909993258,0.7091626794258373,0.6969714586218471
