Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.6440227272727272,0.8794792355451945,0.6440227272727272,0.6430160165215046
Stacking,0.6441818181818182,0.8914287103236302,0.6441818181818182,0.6430428336794076
Voting,0.6440227272727272,0.8794792355451945,0.6440227272727272,0.6430160165215046
Blending,0.6440227272727272,0.8794792355451945,0.6440227272727272,0.6430160165215046
