Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.704469696969697,0.9025419135901431,0.704469696969697,0.6921209141040865
Stacking,0.7043939393939394,0.9086598586559284,0.7043939393939394,0.6919822767494379
Voting,0.704469696969697,0.9025419135901431,0.704469696969697,0.6921209141040865
Blending,0.704469696969697,0.9025419135901431,0.704469696969697,0.6921209141040865
