Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.6878409090909091,0.7866647522978968,0.6878409090909091,0.6822396579396371
Stacking,0.6877727272727273,0.7778226392307528,0.6877727272727273,0.681999246215979
Voting,0.6878409090909091,0.7866647522978968,0.6878409090909091,0.6822396579396371
Blending,0.6878409090909091,0.7866647522978968,0.6878409090909091,0.6822396579396371
