Model,Original Accuracy,BigFeat Accuracy,Accuracy Diff,Original Precision,BigFeat Precision,Precision Diff,Original Recall,BigFeat Recall,Recall Diff,Original F1 Score,BigFeat F1 Score,F1 Score Diff
Bagging,0.825875,0.8252916666666666,-0.0005833333333333801,0.7424307380029473,0.7417944710977651,-0.0006362669051822589,0.825875,0.8252916666666666,-0.0005833333333333801,0.7699057926302805,0.7693153279392377,-0.0005904646910427358
Stacking,0.8257916666666667,0.825375,-0.0004166666666667318,0.7423162741938019,0.741847224187805,-0.00046905000599684055,0.8257916666666667,0.825375,-0.0004166666666667318,0.7698111772310813,0.7693876111868899,-0.0004235660441913591
Voting,0.825875,0.8252916666666666,-0.0005833333333333801,0.7424307380029473,0.7417944710977651,-0.0006362669051822589,0.825875,0.8252916666666666,-0.0005833333333333801,0.7699057926302805,0.7693153279392377,-0.0005904646910427358
Blending,0.825875,0.8252916666666666,-0.0005833333333333801,0.7424307380029473,0.7417944710977651,-0.0006362669051822589,0.825875,0.8252916666666666,-0.0005833333333333801,0.7699057926302805,0.7693153279392377,-0.0005904646910427358
AVERAGE,0.8258541666666667,0.8253125,-0.000541666666666718,0.7424021220506609,0.7418076593702749,-0.0005944626803859043,0.8258541666666667,0.8253125,-0.000541666666666718,0.7698821387804807,0.7693333987511508,-0.0005487400293298916
