Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.6815227272727272,0.8329156316592964,0.6815227272727272,0.6749909051456746
Stacking,0.6815681818181818,0.8329233365695046,0.6815681818181818,0.6749980280495328
Voting,0.6815227272727272,0.8329156316592964,0.6815227272727272,0.6749909051456746
Blending,0.6815227272727272,0.8329156316592964,0.6815227272727272,0.6749909051456746
