Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.7042045454545455,0.8071857439012,0.7042045454545455,0.6916333882375066
Stacking,0.7040909090909091,0.8276693381853968,0.7040909090909091,0.6914925303991767
Voting,0.7042045454545455,0.8071857439012,0.7042045454545455,0.6916333882375066
Blending,0.7042045454545455,0.8071857439012,0.7042045454545455,0.6916333882375066
