Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.825875,0.7424307380029473,0.825875,0.7699057926302805
Stacking,0.8257916666666667,0.7423162741938019,0.8257916666666667,0.7698111772310813
Voting,0.825875,0.7424307380029473,0.825875,0.7699057926302805
Blending,0.825875,0.7424307380029473,0.825875,0.7699057926302805
