Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.7151818181818181,0.8121552516900702,0.7151818181818181,0.7005769060204444
Stacking,0.7149318181818182,0.809066869006113,0.7149318181818182,0.7002318174965626
Voting,0.7151818181818181,0.8121552516900702,0.7151818181818181,0.7005769060204444
Blending,0.7151818181818181,0.8121552516900702,0.7151818181818181,0.7005769060204444
