Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.7093301435406698,0.7990710297787774,0.7093301435406698,0.697247966186514
Stacking,0.7092583732057416,0.8001143348148677,0.7092583732057416,0.6969609726363478
Voting,0.7093301435406698,0.7990710297787774,0.7093301435406698,0.697247966186514
Blending,0.7093301435406698,0.7990710297787774,0.7093301435406698,0.697247966186514
