Model,Accuracy,Precision,Recall,F1 Score
Bagging,0.8287916666666667,0.7457176275589689,0.8287916666666667,0.7733207620252953
Stacking,0.828875,0.7457993530089433,0.828875,0.773404580832871
Voting,0.8287916666666667,0.7457176275589689,0.8287916666666667,0.7733207620252953
Blending,0.8287916666666667,0.7457176275589689,0.8287916666666667,0.7733207620252953
